ID	NAME	URI	TYPE	MAPPINGS
133	20140227_exp0616_Michele_embryo-F9_HPLC_8_05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20140227_exp0616_Michele_embryo-F9_HPLC_8_05.raw	RAW	-
134	20140227_exp0616_Michele_embryo-F9_HPLC_8_06.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20140227_exp0616_Michele_embryo-F9_HPLC_8_06.raw	RAW	-
135	20140227_exp0616_Michele_embryo-F9_HPLC_8_07.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20140227_exp0616_Michele_embryo-F9_HPLC_8_07.raw	RAW	-
136	20140227_exp0616_Michele_embryo-F9_HPLC_8_08.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20140227_exp0616_Michele_embryo-F9_HPLC_8_08.raw	RAW	-
137	20140227_exp0616_Michele_embryo-F9_HPLC_8_09.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20140227_exp0616_Michele_embryo-F9_HPLC_8_09.raw	RAW	-
138	20140227_exp0616_Michele_embryo-F9_HPLC_8_10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20140227_exp0616_Michele_embryo-F9_HPLC_8_10.raw	RAW	-
139	20140227_exp0616_Michele_embryo-F9_HPLC_8_11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20140227_exp0616_Michele_embryo-F9_HPLC_8_11.raw	RAW	-
140	20140227_exp0616_Michele_embryo-F9_HPLC_8_12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20140227_exp0616_Michele_embryo-F9_HPLC_8_12.raw	RAW	-
141	20140227_exp0616_Michele_embryo-F9_HPLC_8_13.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20140227_exp0616_Michele_embryo-F9_HPLC_8_13.raw	RAW	-
142	20140227_exp0616_Michele_embryo-F9_HPLC_8_14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20140227_exp0616_Michele_embryo-F9_HPLC_8_14.raw	RAW	-
143	20140227_exp0616_Michele_embryo-F9_HPLC_8_15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20140227_exp0616_Michele_embryo-F9_HPLC_8_15.raw	RAW	-
144	20140227_exp0616_Michele_embryo-F9_HPLC_8_16.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20140227_exp0616_Michele_embryo-F9_HPLC_8_16.raw	RAW	-
145	20140227_exp0616_Michele_embryo-F9_HPLC_8_17.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20140227_exp0616_Michele_embryo-F9_HPLC_8_17.raw	RAW	-
146	20140227_exp0616_Michele_embryo-F9_HPLC_8_18.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20140227_exp0616_Michele_embryo-F9_HPLC_8_18.raw	RAW	-
147	20140227_exp0616_Michele_embryo-F9_HPLC_8_19.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20140227_exp0616_Michele_embryo-F9_HPLC_8_19.raw	RAW	-
148	20140227_exp0616_Michele_embryo-F9_HPLC_8_20.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20140227_exp0616_Michele_embryo-F9_HPLC_8_20.raw	RAW	-
149	20150521_exp0672_Michele_F9-Oocyten-HPLC_C1_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150521_exp0672_Michele_F9-Oocyten-HPLC_C1_01.raw	RAW	-
150	20150521_exp0672_Michele_F9-Oocyten-HPLC_C1_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150521_exp0672_Michele_F9-Oocyten-HPLC_C1_02.raw	RAW	-
151	20150521_exp0672_Michele_F9-Oocyten-HPLC_C1_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150521_exp0672_Michele_F9-Oocyten-HPLC_C1_03.raw	RAW	-
152	20150521_exp0672_Michele_F9-Oocyten-HPLC_C1_04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150521_exp0672_Michele_F9-Oocyten-HPLC_C1_04.raw	RAW	-
153	20150521_exp0672_Michele_F9-Oocyten-HPLC_C1_05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150521_exp0672_Michele_F9-Oocyten-HPLC_C1_05.raw	RAW	-
154	20150521_exp0672_Michele_F9-Oocyten-HPLC_C1_06.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150521_exp0672_Michele_F9-Oocyten-HPLC_C1_06.raw	RAW	-
155	20150521_exp0672_Michele_F9-Oocyten-HPLC_C1_07.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150521_exp0672_Michele_F9-Oocyten-HPLC_C1_07.raw	RAW	-
156	20150521_exp0672_Michele_F9-Oocyten-HPLC_C1_08.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150521_exp0672_Michele_F9-Oocyten-HPLC_C1_08.raw	RAW	-
157	20150521_exp0672_Michele_F9-Oocyten-HPLC_C1_09.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150521_exp0672_Michele_F9-Oocyten-HPLC_C1_09.raw	RAW	-
158	20150521_exp0672_Michele_F9-Oocyten-HPLC_C1_10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150521_exp0672_Michele_F9-Oocyten-HPLC_C1_10.raw	RAW	-
159	20150521_exp0672_Michele_F9-Oocyten-HPLC_C1_11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150521_exp0672_Michele_F9-Oocyten-HPLC_C1_11.raw	RAW	-
160	20150521_exp0672_Michele_F9-Oocyten-HPLC_C1_12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150521_exp0672_Michele_F9-Oocyten-HPLC_C1_12.raw	RAW	-
161	20150521_exp0672_Michele_F9-Oocyten-HPLC_C1_13.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150521_exp0672_Michele_F9-Oocyten-HPLC_C1_13.raw	RAW	-
162	20150521_exp0672_Michele_F9-Oocyten-HPLC_C1_14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150521_exp0672_Michele_F9-Oocyten-HPLC_C1_14.raw	RAW	-
163	20150521_exp0672_Michele_F9-Oocyten-HPLC_C1_15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150521_exp0672_Michele_F9-Oocyten-HPLC_C1_15.raw	RAW	-
164	20150521_exp0672_Michele_F9-Oocyten-HPLC_C1_16.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150521_exp0672_Michele_F9-Oocyten-HPLC_C1_16.raw	RAW	-
165	20150521_exp0672_Michele_F9-Oocyten-HPLC_C1_17.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150521_exp0672_Michele_F9-Oocyten-HPLC_C1_17.raw	RAW	-
166	20150521_exp0672_Michele_F9-Oocyten-HPLC_C1_18.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150521_exp0672_Michele_F9-Oocyten-HPLC_C1_18.raw	RAW	-
167	20150521_exp0672_Michele_F9-Oocyten-HPLC_C1_19.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150521_exp0672_Michele_F9-Oocyten-HPLC_C1_19.raw	RAW	-
168	20150521_exp0672_Michele_F9-Oocyten-HPLC_C1_20.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150521_exp0672_Michele_F9-Oocyten-HPLC_C1_20.raw	RAW	-
169	20150521_exp0672_Michele_F9-Oocyten-HPLC_C2_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150521_exp0672_Michele_F9-Oocyten-HPLC_C2_01.raw	RAW	-
170	20150521_exp0672_Michele_F9-Oocyten-HPLC_C2_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150521_exp0672_Michele_F9-Oocyten-HPLC_C2_02.raw	RAW	-
171	20150521_exp0672_Michele_F9-Oocyten-HPLC_C2_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150521_exp0672_Michele_F9-Oocyten-HPLC_C2_03.raw	RAW	-
172	20150521_exp0672_Michele_F9-Oocyten-HPLC_C2_04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150521_exp0672_Michele_F9-Oocyten-HPLC_C2_04.raw	RAW	-
173	20150521_exp0672_Michele_F9-Oocyten-HPLC_C2_05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150521_exp0672_Michele_F9-Oocyten-HPLC_C2_05.raw	RAW	-
174	20150521_exp0672_Michele_F9-Oocyten-HPLC_C2_06.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150521_exp0672_Michele_F9-Oocyten-HPLC_C2_06.raw	RAW	-
175	20150521_exp0672_Michele_F9-Oocyten-HPLC_C2_07.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150521_exp0672_Michele_F9-Oocyten-HPLC_C2_07.raw	RAW	-
176	20150521_exp0672_Michele_F9-Oocyten-HPLC_C2_08.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150521_exp0672_Michele_F9-Oocyten-HPLC_C2_08.raw	RAW	-
177	20150521_exp0672_Michele_F9-Oocyten-HPLC_C2_09.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150521_exp0672_Michele_F9-Oocyten-HPLC_C2_09.raw	RAW	-
178	20150521_exp0672_Michele_F9-Oocyten-HPLC_C2_10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150521_exp0672_Michele_F9-Oocyten-HPLC_C2_10.raw	RAW	-
179	20150521_exp0672_Michele_F9-Oocyten-HPLC_C2_11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150521_exp0672_Michele_F9-Oocyten-HPLC_C2_11.raw	RAW	-
180	20150521_exp0672_Michele_F9-Oocyten-HPLC_C2_12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150521_exp0672_Michele_F9-Oocyten-HPLC_C2_12.raw	RAW	-
181	20150521_exp0672_Michele_F9-Oocyten-HPLC_C2_13.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150521_exp0672_Michele_F9-Oocyten-HPLC_C2_13.raw	RAW	-
182	20150521_exp0672_Michele_F9-Oocyten-HPLC_C2_14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150521_exp0672_Michele_F9-Oocyten-HPLC_C2_14.raw	RAW	-
183	20150521_exp0672_Michele_F9-Oocyten-HPLC_C2_15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150521_exp0672_Michele_F9-Oocyten-HPLC_C2_15.raw	RAW	-
184	20150521_exp0672_Michele_F9-Oocyten-HPLC_C2_16.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150521_exp0672_Michele_F9-Oocyten-HPLC_C2_16.raw	RAW	-
185	20150521_exp0672_Michele_F9-Oocyten-HPLC_C2_17.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150521_exp0672_Michele_F9-Oocyten-HPLC_C2_17.raw	RAW	-
186	20150521_exp0672_Michele_F9-Oocyten-HPLC_C2_18.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150521_exp0672_Michele_F9-Oocyten-HPLC_C2_18.raw	RAW	-
187	20150521_exp0672_Michele_F9-Oocyten-HPLC_C2_19.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150521_exp0672_Michele_F9-Oocyten-HPLC_C2_19.raw	RAW	-
188	20150521_exp0672_Michele_F9-Oocyten-HPLC_C2_20.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150521_exp0672_Michele_F9-Oocyten-HPLC_C2_20.raw	RAW	-
189	20150521_exp0672_Michele_F9-Oocyten-HPLC_M2_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150521_exp0672_Michele_F9-Oocyten-HPLC_M2_01.raw	RAW	-
190	20150521_exp0672_Michele_F9-Oocyten-HPLC_M2_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150521_exp0672_Michele_F9-Oocyten-HPLC_M2_02.raw	RAW	-
191	20150521_exp0672_Michele_F9-Oocyten-HPLC_M2_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150521_exp0672_Michele_F9-Oocyten-HPLC_M2_03.raw	RAW	-
192	20150521_exp0672_Michele_F9-Oocyten-HPLC_M2_04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150521_exp0672_Michele_F9-Oocyten-HPLC_M2_04.raw	RAW	-
193	20150521_exp0672_Michele_F9-Oocyten-HPLC_M2_05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150521_exp0672_Michele_F9-Oocyten-HPLC_M2_05.raw	RAW	-
194	20150521_exp0672_Michele_F9-Oocyten-HPLC_M2_06.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150521_exp0672_Michele_F9-Oocyten-HPLC_M2_06.raw	RAW	-
195	20150521_exp0672_Michele_F9-Oocyten-HPLC_M2_07.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150521_exp0672_Michele_F9-Oocyten-HPLC_M2_07.raw	RAW	-
196	20150521_exp0672_Michele_F9-Oocyten-HPLC_M2_08.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150521_exp0672_Michele_F9-Oocyten-HPLC_M2_08.raw	RAW	-
197	20150521_exp0672_Michele_F9-Oocyten-HPLC_M2_09.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150521_exp0672_Michele_F9-Oocyten-HPLC_M2_09.raw	RAW	-
198	20150521_exp0672_Michele_F9-Oocyten-HPLC_M2_10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150521_exp0672_Michele_F9-Oocyten-HPLC_M2_10.raw	RAW	-
199	20150521_exp0672_Michele_F9-Oocyten-HPLC_M2_11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150521_exp0672_Michele_F9-Oocyten-HPLC_M2_11.raw	RAW	-
200	20150521_exp0672_Michele_F9-Oocyten-HPLC_M2_12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150521_exp0672_Michele_F9-Oocyten-HPLC_M2_12.raw	RAW	-
201	20150521_exp0672_Michele_F9-Oocyten-HPLC_M2_13.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150521_exp0672_Michele_F9-Oocyten-HPLC_M2_13.raw	RAW	-
202	20150521_exp0672_Michele_F9-Oocyten-HPLC_M2_14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150521_exp0672_Michele_F9-Oocyten-HPLC_M2_14.raw	RAW	-
203	20150521_exp0672_Michele_F9-Oocyten-HPLC_M2_15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150521_exp0672_Michele_F9-Oocyten-HPLC_M2_15.raw	RAW	-
204	20150521_exp0672_Michele_F9-Oocyten-HPLC_M2_16.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150521_exp0672_Michele_F9-Oocyten-HPLC_M2_16.raw	RAW	-
205	20150521_exp0672_Michele_F9-Oocyten-HPLC_M2_17.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150521_exp0672_Michele_F9-Oocyten-HPLC_M2_17.raw	RAW	-
206	20150521_exp0672_Michele_F9-Oocyten-HPLC_M2_18.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150521_exp0672_Michele_F9-Oocyten-HPLC_M2_18.raw	RAW	-
207	20150521_exp0672_Michele_F9-Oocyten-HPLC_M2_19.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150521_exp0672_Michele_F9-Oocyten-HPLC_M2_19.raw	RAW	-
208	20150521_exp0672_Michele_F9-Oocyten-HPLC_M2_20.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150521_exp0672_Michele_F9-Oocyten-HPLC_M2_20.raw	RAW	-
209	20150609_exp0672_Michele_F9-Oocyten-HPLC_C4_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150609_exp0672_Michele_F9-Oocyten-HPLC_C4_01.raw	RAW	-
210	20150609_exp0672_Michele_F9-Oocyten-HPLC_C4_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150609_exp0672_Michele_F9-Oocyten-HPLC_C4_02.raw	RAW	-
211	20150609_exp0672_Michele_F9-Oocyten-HPLC_C4_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150609_exp0672_Michele_F9-Oocyten-HPLC_C4_03.raw	RAW	-
212	20150609_exp0672_Michele_F9-Oocyten-HPLC_C4_04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150609_exp0672_Michele_F9-Oocyten-HPLC_C4_04.raw	RAW	-
213	20150609_exp0672_Michele_F9-Oocyten-HPLC_C4_05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150609_exp0672_Michele_F9-Oocyten-HPLC_C4_05.raw	RAW	-
214	20150609_exp0672_Michele_F9-Oocyten-HPLC_C4_06.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150609_exp0672_Michele_F9-Oocyten-HPLC_C4_06.raw	RAW	-
215	20150609_exp0672_Michele_F9-Oocyten-HPLC_C4_07.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150609_exp0672_Michele_F9-Oocyten-HPLC_C4_07.raw	RAW	-
216	20150609_exp0672_Michele_F9-Oocyten-HPLC_C4_08.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150609_exp0672_Michele_F9-Oocyten-HPLC_C4_08.raw	RAW	-
217	20150609_exp0672_Michele_F9-Oocyten-HPLC_C4_09.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150609_exp0672_Michele_F9-Oocyten-HPLC_C4_09.raw	RAW	-
218	20150609_exp0672_Michele_F9-Oocyten-HPLC_C4_10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150609_exp0672_Michele_F9-Oocyten-HPLC_C4_10.raw	RAW	-
219	20150609_exp0672_Michele_F9-Oocyten-HPLC_C4_11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150609_exp0672_Michele_F9-Oocyten-HPLC_C4_11.raw	RAW	-
220	20150609_exp0672_Michele_F9-Oocyten-HPLC_C4_12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150609_exp0672_Michele_F9-Oocyten-HPLC_C4_12.raw	RAW	-
221	20150609_exp0672_Michele_F9-Oocyten-HPLC_C4_13.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150609_exp0672_Michele_F9-Oocyten-HPLC_C4_13.raw	RAW	-
222	20150609_exp0672_Michele_F9-Oocyten-HPLC_C4_14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150609_exp0672_Michele_F9-Oocyten-HPLC_C4_14.raw	RAW	-
223	20150609_exp0672_Michele_F9-Oocyten-HPLC_C4_15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150609_exp0672_Michele_F9-Oocyten-HPLC_C4_15.raw	RAW	-
224	20150609_exp0672_Michele_F9-Oocyten-HPLC_C4_16.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150609_exp0672_Michele_F9-Oocyten-HPLC_C4_16.raw	RAW	-
225	20150609_exp0672_Michele_F9-Oocyten-HPLC_C4_17.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150609_exp0672_Michele_F9-Oocyten-HPLC_C4_17.raw	RAW	-
226	20150609_exp0672_Michele_F9-Oocyten-HPLC_C4_18.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150609_exp0672_Michele_F9-Oocyten-HPLC_C4_18.raw	RAW	-
227	20150609_exp0672_Michele_F9-Oocyten-HPLC_C4_19.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150609_exp0672_Michele_F9-Oocyten-HPLC_C4_19.raw	RAW	-
228	20150609_exp0672_Michele_F9-Oocyten-HPLC_C4_20.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150609_exp0672_Michele_F9-Oocyten-HPLC_C4_20.raw	RAW	-
229	20150612_exp0672_Michele_F9-Oocyten-HPLC_C8_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150612_exp0672_Michele_F9-Oocyten-HPLC_C8_01.raw	RAW	-
230	20150612_exp0672_Michele_F9-Oocyten-HPLC_C8_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150612_exp0672_Michele_F9-Oocyten-HPLC_C8_02.raw	RAW	-
231	20150612_exp0672_Michele_F9-Oocyten-HPLC_C8_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150612_exp0672_Michele_F9-Oocyten-HPLC_C8_03.raw	RAW	-
232	20150612_exp0672_Michele_F9-Oocyten-HPLC_C8_04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150612_exp0672_Michele_F9-Oocyten-HPLC_C8_04.raw	RAW	-
233	20150612_exp0672_Michele_F9-Oocyten-HPLC_C8_05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150612_exp0672_Michele_F9-Oocyten-HPLC_C8_05.raw	RAW	-
234	20150612_exp0672_Michele_F9-Oocyten-HPLC_C8_06.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150612_exp0672_Michele_F9-Oocyten-HPLC_C8_06.raw	RAW	-
235	20150612_exp0672_Michele_F9-Oocyten-HPLC_C8_07.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150612_exp0672_Michele_F9-Oocyten-HPLC_C8_07.raw	RAW	-
236	20150612_exp0672_Michele_F9-Oocyten-HPLC_C8_08.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150612_exp0672_Michele_F9-Oocyten-HPLC_C8_08.raw	RAW	-
237	20150612_exp0672_Michele_F9-Oocyten-HPLC_C8_09.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150612_exp0672_Michele_F9-Oocyten-HPLC_C8_09.raw	RAW	-
238	20150612_exp0672_Michele_F9-Oocyten-HPLC_C8_10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150612_exp0672_Michele_F9-Oocyten-HPLC_C8_10.raw	RAW	-
239	20150612_exp0672_Michele_F9-Oocyten-HPLC_C8_11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150612_exp0672_Michele_F9-Oocyten-HPLC_C8_11.raw	RAW	-
240	20150612_exp0672_Michele_F9-Oocyten-HPLC_C8_12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150612_exp0672_Michele_F9-Oocyten-HPLC_C8_12.raw	RAW	-
241	20150612_exp0672_Michele_F9-Oocyten-HPLC_C8_13.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150612_exp0672_Michele_F9-Oocyten-HPLC_C8_13.raw	RAW	-
242	20150612_exp0672_Michele_F9-Oocyten-HPLC_C8_14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150612_exp0672_Michele_F9-Oocyten-HPLC_C8_14.raw	RAW	-
243	20150612_exp0672_Michele_F9-Oocyten-HPLC_C8_15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150612_exp0672_Michele_F9-Oocyten-HPLC_C8_15.raw	RAW	-
244	20150612_exp0672_Michele_F9-Oocyten-HPLC_C8_16.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150612_exp0672_Michele_F9-Oocyten-HPLC_C8_16.raw	RAW	-
245	20150612_exp0672_Michele_F9-Oocyten-HPLC_C8_17.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150612_exp0672_Michele_F9-Oocyten-HPLC_C8_17.raw	RAW	-
246	20150612_exp0672_Michele_F9-Oocyten-HPLC_C8_18.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150612_exp0672_Michele_F9-Oocyten-HPLC_C8_18.raw	RAW	-
247	20150612_exp0672_Michele_F9-Oocyten-HPLC_C8_19.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150612_exp0672_Michele_F9-Oocyten-HPLC_C8_19.raw	RAW	-
248	20150612_exp0672_Michele_F9-Oocyten-HPLC_C8_20.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150612_exp0672_Michele_F9-Oocyten-HPLC_C8_20.raw	RAW	-
249	20150616_exp0672_Michele_F9-Oocyten-HPLC_C16_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150616_exp0672_Michele_F9-Oocyten-HPLC_C16_01.raw	RAW	-
250	20150616_exp0672_Michele_F9-Oocyten-HPLC_C16_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150616_exp0672_Michele_F9-Oocyten-HPLC_C16_02.raw	RAW	-
251	20150616_exp0672_Michele_F9-Oocyten-HPLC_C16_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20150616_exp0672_Michele_F9-Oocyten-HPLC_C16_03.raw	RAW	-
